Source IP,Destination IP,Date,Total Flow Duration,Total Forward Packets,Average Flow Duration,StdDev Flow Duration,Average Forward Packets,StdDev Forward Packets
192.168.20.18,52.48.111.253,2022-07-10,6889154.00,423,6889154.00,0.00,423.00,0.00
52.94.235.74,192.168.20.43,2022-03-11,2658.00,5,2658.00,0.00,5.00,0.00
216.58.198.202,192.168.20.42,2022-03-11,111.00,2,111.00,0.00,2.00,0.00
192.168.20.43,52.84.186.218,2022-03-11,33877864.00,27,33877864.00,0.00,27.00,0.00
192.168.20.43,52.46.153.177,2022-03-11,416104.00,13,416104.00,0.00,13.00,0.00
192.168.20.43,44.199.52.214,2022-02-11,12915065.00,21,12915065.00,0.00,21.00,0.00
54.239.27.88,192.168.20.43,2022-02-11,438.00,2,438.00,0.00,2.00,0.00
192.168.20.43,34.203.186.181,2022-02-11,109017524.00,14,109017524.00,0.00,14.00,0.00
176.32.101.122,192.168.20.43,2022-02-11,1055510.00,2,1055510.00,0.00,2.00,0.00
192.168.20.43,143.204.229.224,2022-02-11,2233058.00,159,1595643.50,637414.50,116.00,43.00
54.249.26.192,192.168.20.48,2022-03-11,617149.00,3,617149.00,0.00,3.00,0.00
192.168.20.43,3.224.249.36,2022-02-11,96273341.00,32,96273341.00,0.00,32.00,0.00
209.54.177.154,192.168.20.48,2022-03-11,605076.00,4,369991.50,235084.50,3.50,0.50
52.31.30.81,192.168.20.18,2022-07-10,39663055.00,8,39663055.00,0.00,8.00,0.00
52.46.143.12,192.168.20.43,2022-02-11,1885.00,1,1885.00,0.00,1.00,0.00
52.46.145.14,192.168.20.48,2022-03-11,5503.00,4,5503.00,0.00,4.00,0.00
52.4.194.79,192.168.20.48,2022-03-11,144862.00,2,144862.00,0.00,2.00,0.00
192.168.20.43,34.210.228.239,2022-03-11,186987464.00,301,186987464.00,0.00,301.00,0.00
34.237.111.59,192.168.20.48,2022-03-11,2345251.00,56,2345251.00,0.00,56.00,0.00
192.168.20.43,34.193.102.177,2022-07-10,1096347184.00,140,661621315.00,434725869.00,84.00,56.00
192.168.20.48,3.69.3.200,2022-07-10,111049.00,18,111049.00,0.00,18.00,0.00
54.193.143.35,192.168.20.48,2022-07-10,5103.00,4,3105.00,1998.00,2.50,1.50
192.168.20.12,255.255.255.255,2022-02-11,3549845030.00,740,40857390933.00,37307545903.00,8520.00,7780.00
192.168.20.43,3.12.40.93,2022-02-11,3111826.00,6,3111826.00,0.00,6.00,0.00
54.175.170.68,192.168.20.48,2022-02-11,2286.00,2,2286.00,0.00,2.00,0.00
192.168.20.43,52.46.145.205,2022-02-11,748344.00,13,748344.00,0.00,13.00,0.00
192.168.20.43,18.214.180.6,2022-03-11,13381305.00,20,13381305.00,0.00,20.00,0.00
216.58.204.106,192.168.20.42,2022-02-11,1552.00,3,3011.50,1459.50,2.50,0.50
192.168.20.43,205.251.206.22,2022-03-11,3745200.00,246,3745200.00,0.00,246.00,0.00
192.168.20.48,52.78.15.113,2022-03-11,5863289.00,54,5863289.00,0.00,54.00,0.00
192.168.20.45,13.225.31.123,2022-03-11,499497.00,15,499497.00,0.00,15.00,0.00
192.168.20.19,8.8.4.4,2022-03-11,2722528.00,653,1435134.50,1287393.50,346.50,306.50
192.168.20.43,52.216.146.139,2022-03-11,9626844.00,331,9626844.00,0.00,331.00,0.00
52.20.206.121,192.168.20.48,2022-03-11,5741173.00,80,5741173.00,0.00,80.00,0.00
192.168.20.48,15.161.172.20,2022-07-10,166627.00,16,166627.00,0.00,16.00,0.00
192.168.20.48,72.21.207.143,2022-07-10,895476.00,27,895476.00,0.00,27.00,0.00
52.46.137.70,192.168.20.43,2022-03-11,63152.00,30,63152.00,0.00,30.00,0.00
192.168.20.48,52.76.51.147,2022-03-11,9876599.00,95,9876599.00,0.00,95.00,0.00
192.168.20.43,13.225.29.131,2022-03-11,226713990.00,59,113930489.00,112783501.00,35.50,23.50
192.168.20.48,15.222.117.194,2022-07-10,1675648.00,70,1675648.00,0.00,70.00,0.00
192.168.20.43,52.222.174.18,2022-07-10,60110510.00,49,60110510.00,0.00,49.00,0.00
192.168.20.43,52.222.174.115,2022-07-10,352273.00,17,352273.00,0.00,17.00,0.00
192.168.20.43,52.222.174.11,2022-07-10,180386346.00,147,180386346.00,0.00,147.00,0.00
192.168.20.43,52.217.97.4,2022-03-11,9995635.00,323,9995635.00,0.00,323.00,0.00
52.72.11.176,192.168.20.48,2022-03-11,7154.00,1,7154.00,0.00,1.00,0.00
192.168.20.48,3.1.115.53,2022-03-11,9510955.00,135,9510955.00,0.00,135.00,0.00
192.168.20.19,173.194.76.206,2022-01-11,2724689576.00,124,13440110541.50,10715420965.50,612.00,488.00
192.168.20.48,52.67.64.238,2022-07-10,6954826.00,142,6954826.00,0.00,142.00,0.00
192.168.20.43,52.222.165.187,2022-03-11,748336610.00,463,748336610.00,0.00,463.00,0.00
192.168.20.43,3.5.6.143,2022-02-11,8494243.00,223,8494243.00,0.00,223.00,0.00
192.168.20.48,44.207.137.197,2022-03-11,2361198.00,58,1667564.50,693633.50,38.50,19.50
34.239.216.180,192.168.20.43,2022-07-10,4069.00,3,4069.00,0.00,3.00,0.00
192.168.20.43,18.164.57.55,2022-03-11,60629304.00,19,60629304.00,0.00,19.00,0.00
143.204.229.224,192.168.20.43,2022-01-11,1191.00,10,2105.50,914.50,17.50,7.50
192.168.20.48,209.54.177.114,2022-03-11,3312495.00,53,3312495.00,0.00,53.00,0.00
192.168.20.43,52.119.198.2,2022-03-11,97787493.00,11,97787493.00,0.00,11.00,0.00
52.84.186.193,192.168.20.43,2022-02-11,2455.00,1,2455.00,0.00,1.00,0.00
192.168.20.48,157.241.5.46,2022-03-11,2646180.00,52,2646180.00,0.00,52.00,0.00
192.168.20.48,209.54.177.117,2022-02-11,375958.00,14,375958.00,0.00,14.00,0.00
52.46.131.210,192.168.20.43,2022-03-11,4530.00,3,4530.00,0.00,3.00,0.00
52.95.125.12,192.168.20.43,2022-02-11,8618.00,2,8618.00,0.00,2.00,0.00
192.168.20.43,3.89.179.154,2022-02-11,60155417.00,4,469094727.50,408939310.50,58.00,54.00
192.168.20.48,35.183.173.98,2022-02-11,513694.00,21,1980507.00,1466813.00,70.50,49.50
192.168.20.48,52.201.117.32,2022-02-11,2020801.00,42,2020801.00,0.00,42.00,0.00
192.168.20.48,52.46.133.19,2022-03-11,2781188.00,46,1828532.50,952655.50,32.00,14.00
3.28.94.146,192.168.20.48,2022-03-11,1977.00,1,1977.00,0.00,1.00,0.00
52.94.241.146,192.168.20.48,2022-03-11,164504.00,3,164504.00,0.00,3.00,0.00
13.225.31.123,192.168.20.45,2022-03-11,15031.00,3,15031.00,0.00,3.00,0.00
143.204.229.224,192.168.20.48,2022-02-11,17373.00,20,8768.00,8605.00,11.00,9.00
192.168.20.48,54.238.156.226,2022-03-11,9550655.00,114,9550655.00,0.00,114.00,0.00
192.168.20.43,52.46.155.182,2022-02-11,360414.00,11,360414.00,0.00,11.00,0.00
52.50.177.170,192.168.20.18,2022-02-11,77.00,2,77.00,0.00,2.00,0.00
192.168.20.42,216.58.204.106,2022-03-11,215932574.00,53,153303051.50,62629522.50,42.00,11.00
192.168.20.43,52.94.225.56,2022-03-11,374494.00,11,374494.00,0.00,11.00,0.00
192.168.20.43,52.1.172.87,2022-03-11,15807011.00,80,15807011.00,0.00,80.00,0.00
192.168.20.42,216.58.204.102,2022-07-10,194931121.00,19,194931121.00,0.00,19.00,0.00
192.168.20.48,209.54.178.166,2022-03-11,464517.00,15,464517.00,0.00,15.00,0.00
192.168.20.10,194.177.34.116,2022-02-11,14739.00,5,14739.00,0.00,5.00,0.00
192.168.20.48,15.161.75.23,2022-07-10,593067.00,70,380935.00,212132.00,43.50,26.50
192.168.20.48,209.54.178.164,2022-03-11,981088.00,17,981088.00,0.00,17.00,0.00
192.168.20.43,3.134.13.31,2022-02-11,113222941.00,18,113222941.00,0.00,18.00,0.00
216.58.214.170,192.168.20.42,2022-02-11,5195.00,5,5195.00,0.00,5.00,0.00
67.220.240.31,192.168.20.43,2022-03-11,30918.00,3,30918.00,0.00,3.00,0.00
192.168.20.45,162.159.200.123,2022-07-10,17654.00,1,17654.00,0.00,1.00,0.00
192.168.20.48,52.94.241.146,2022-03-11,855630.00,14,855630.00,0.00,14.00,0.00
192.168.20.48,52.46.145.14,2022-03-11,884150.00,14,884150.00,0.00,14.00,0.00
216.58.206.227,192.168.20.42,2022-07-10,1532.00,3,1532.00,0.00,3.00,0.00
192.168.20.43,52.217.74.217,2022-02-11,9730679.00,320,9730679.00,0.00,320.00,0.00
192.168.20.43,35.174.77.103,2022-03-11,1051008572.00,130,580016791.50,470991780.50,72.00,58.00
192.168.20.43,52.216.28.52,2022-02-11,9060824.00,292,9060824.00,0.00,292.00,0.00
192.168.20.48,13.245.156.242,2022-07-10,3387721.00,90,3387721.00,0.00,90.00,0.00
52.84.174.68,192.168.20.43,2022-07-10,22474.00,2,22474.00,0.00,2.00,0.00
192.168.20.19,54.74.123.186,2022-02-11,13488978.00,44,150205306.00,136716328.00,414.00,370.00
52.46.132.114,192.168.20.43,2022-02-11,24992.00,3,24992.00,0.00,3.00,0.00
192.168.20.48,54.161.26.204,2022-03-11,1328005.00,46,1328005.00,0.00,46.00,0.00
192.168.20.45,142.251.5.108,2022-07-10,30320154.00,12,30320154.00,0.00,12.00,0.00
192.168.20.45,142.251.5.109,2022-07-10,50489229.00,20,50489229.00,0.00,20.00,0.00
192.168.20.48,18.140.188.91,2022-03-11,5167592.00,59,5167592.00,0.00,59.00,0.00
192.168.20.43,52.94.235.74,2022-03-11,849714.00,24,849714.00,0.00,24.00,0.00
192.168.20.43,52.46.131.210,2022-03-11,499568.00,12,499568.00,0.00,12.00,0.00
192.168.20.48,16.16.59.238,2022-03-11,2009003.00,97,2009003.00,0.00,97.00,0.00
192.168.20.48,50.17.237.83,2022-02-11,1998024.00,43,1998024.00,0.00,43.00,0.00
64.233.184.206,192.168.20.19,2022-03-11,602.00,2,602.00,0.00,2.00,0.00
192.168.20.43,3.129.46.143,2022-02-11,109263954.00,23,109263954.00,0.00,23.00,0.00
52.84.186.53,192.168.20.43,2022-02-11,18141.00,2,18141.00,0.00,2.00,0.00
192.168.20.43,52.46.149.57,2022-07-10,455345.00,11,455345.00,0.00,11.00,0.00
209.54.179.232,192.168.20.48,2022-01-11,1126.00,3,1126.00,0.00,3.00,0.00
192.168.20.42,224.0.0.22,2022-03-11,51208108.00,7,51208108.00,0.00,7.00,0.00
108.128.53.179,192.168.20.19,2022-06-10,63.00,2,63.00,0.00,2.00,0.00
192.168.20.43,54.231.199.177,2022-02-11,9670160.00,324,9670160.00,0.00,324.00,0.00
192.168.20.48,13.225.34.64,2022-03-11,1095501.00,67,1095501.00,0.00,67.00,0.00
192.168.20.48,34.195.175.66,2022-03-11,38805503.00,1159,32594918.50,6210584.50,940.50,218.50
192.168.20.43,52.94.224.4,2022-03-11,1027905.00,45,1027905.00,0.00,45.00,0.00
192.168.20.43,35.164.182.2,2022-03-11,70173835.00,163,70173835.00,0.00,163.00,0.00
192.168.20.18,129.6.15.28,2022-03-11,5972612.00,3,5972612.00,0.00,3.00,0.00
192.168.20.48,18.167.1.113,2022-03-11,9067825.00,73,9067825.00,0.00,73.00,0.00
192.168.20.48,52.24.199.99,2022-07-10,2655421.00,72,2655421.00,0.00,72.00,0.00
52.94.238.249,192.168.20.43,2022-02-11,2587.00,3,2587.00,0.00,3.00,0.00
52.94.233.61,192.168.20.43,2022-03-11,2115.00,3,2115.00,0.00,3.00,0.00
192.168.20.48,54.162.217.75,2022-02-11,4494252.00,99,4494252.00,0.00,99.00,0.00
192.168.20.43,52.94.240.240,2022-03-11,215913700.00,21,215913700.00,0.00,21.00,0.00
192.168.20.43,52.46.149.63,2022-03-11,1035748.00,40,1035748.00,0.00,40.00,0.00
192.168.20.43,52.46.149.60,2022-03-11,1613373.00,73,1613373.00,0.00,73.00,0.00
192.168.20.43,52.217.18.212,2022-02-11,86392259.00,312,86392259.00,0.00,312.00,0.00
192.168.20.43,52.46.149.61,2022-03-11,383263.00,12,383263.00,0.00,12.00,0.00
192.168.20.43,192.168.20.1,2022-02-11,110073.00,50,1760347.50,1650274.50,702.50,652.50
15.188.36.183,192.168.20.48,2022-03-11,7121.00,4,7121.00,0.00,4.00,0.00
192.168.20.43,23.22.235.16,2022-03-11,989484060.00,126,989484060.00,0.00,126.00,0.00
3.222.37.116,192.168.20.48,2022-03-11,129574.00,6,129574.00,0.00,6.00,0.00
192.168.20.42,151.101.62.248,2022-03-11,372230839.00,67,372230839.00,0.00,67.00,0.00
192.168.20.20,54.77.239.235,2022-01-11,2399213017.00,134,12311754927.00,9912541910.00,686.00,552.00
192.168.20.48,239.255.255.250,2022-03-11,779.00,36,779.00,0.00,36.00,0.00
192.168.20.48,52.4.194.79,2022-03-11,2019466.00,45,2019466.00,0.00,45.00,0.00
192.168.20.42,239.255.255.251,2022-03-11,41969855359.00,1357,21885038567.00,20084816792.00,708.50,648.50
13.245.47.131,192.168.20.48,2022-07-10,2321.00,2,2553.50,232.50,1.50,0.50
3.76.1.196,192.168.20.48,2022-03-11,5574.00,4,5574.00,0.00,4.00,0.00
3.96.104.178,192.168.20.48,2022-07-10,55326.00,10,55326.00,0.00,10.00,0.00
192.168.20.18,52.48.113.221,2022-01-11,378722.00,36,2453532.00,2074810.00,224.00,188.00
13.225.31.129,192.168.20.43,2022-02-11,59974774.00,14,30023101.00,29951673.00,81.00,67.00
192.168.20.48,13.225.34.38,2022-03-11,93387.00,14,93387.00,0.00,14.00,0.00
192.168.20.48,54.158.105.246,2022-03-11,1208908.00,46,1208908.00,0.00,46.00,0.00
192.168.20.18,151.80.168.4,2022-06-10,25117.00,4,149063.00,123946.00,23.50,19.50
13.225.31.129,192.168.20.48,2022-03-11,195670.00,140,99130.00,96540.00,72.50,67.50
192.168.20.48,54.242.128.35,2022-03-11,2011960.00,37,2011960.00,0.00,37.00,0.00
54.225.152.58,192.168.20.48,2022-02-11,8724.00,3,8724.00,0.00,3.00,0.00
52.84.186.218,192.168.20.43,2022-02-11,3026.00,1,3026.00,0.00,1.00,0.00
13.225.34.61,192.168.20.43,2022-02-11,107.00,2,107.00,0.00,2.00,0.00
192.168.20.43,34.237.111.59,2022-03-11,13161451.00,19,13161451.00,0.00,19.00,0.00
192.168.20.43,44.197.28.104,2022-03-11,654943040.00,84,654943040.00,0.00,84.00,0.00
52.94.236.199,192.168.20.43,2022-03-11,1272.00,3,1272.00,0.00,3.00,0.00
192.168.20.48,18.166.109.196,2022-07-10,3936011.00,72,3936011.00,0.00,72.00,0.00
15.236.150.135,192.168.20.48,2022-03-11,89597.00,3,89597.00,0.00,3.00,0.00
192.168.20.43,34.236.6.206,2022-02-11,76799.00,1,76799.00,0.00,1.00,0.00
192.168.20.48,209.54.183.200,2022-03-11,437542.00,16,437542.00,0.00,16.00,0.00
192.168.20.45,52.84.177.10,2022-03-11,469989.00,10,469989.00,0.00,10.00,0.00
44.198.224.47,192.168.20.48,2022-03-11,2591072.00,27,2591072.00,0.00,27.00,0.00
192.168.20.43,54.239.35.210,2022-03-11,78418519.00,42,78418519.00,0.00,42.00,0.00
192.168.20.43,54.239.35.211,2022-03-11,109581221.00,26,109581221.00,0.00,26.00,0.00
192.168.20.48,23.22.232.191,2022-03-11,842143.00,22,842143.00,0.00,22.00,0.00
192.168.20.43,3.90.94.135,2022-06-10,109362691.00,14,887127215.00,777764524.00,112.00,98.00
192.168.20.43,3.5.10.16,2022-02-11,8664133.00,306,8664133.00,0.00,306.00,0.00
192.168.20.48,209.54.178.134,2022-03-11,967787.00,20,967787.00,0.00,20.00,0.00
52.67.64.238,192.168.20.48,2022-07-10,40722.00,8,40722.00,0.00,8.00,0.00
192.168.20.43,52.95.126.126,2022-03-11,64797874.00,27,92006383.50,27208509.50,19.00,8.00
192.168.20.20,54.194.135.95,2022-03-11,266284.00,11,266284.00,0.00,11.00,0.00
3.227.117.250,192.168.20.48,2022-03-11,358972.00,2,358972.00,0.00,2.00,0.00
192.168.20.48,15.184.245.166,2022-03-11,3878199.00,74,3878199.00,0.00,74.00,0.00
192.168.20.43,52.94.228.242,2022-03-11,140225362.00,48,140225362.00,0.00,48.00,0.00
192.168.20.48,52.218.40.120,2022-03-11,189031.00,67,189031.00,0.00,67.00,0.00
192.168.20.43,54.225.152.58,2022-02-11,96962179.00,35,96962179.00,0.00,35.00,0.00
192.168.20.48,16.163.233.23,2022-03-11,4841501.00,61,4841501.00,0.00,61.00,0.00
192.168.20.45,133.243.238.243,2022-02-11,168406.00,1,168406.00,0.00,1.00,0.00
192.168.20.43,52.217.93.4,2022-02-11,8874126.00,309,8874126.00,0.00,309.00,0.00
192.168.20.43,52.46.137.70,2022-03-11,5064456.00,117,5064456.00,0.00,117.00,0.00
192.168.20.48,23.23.159.254,2022-07-10,377425.00,18,377425.00,0.00,18.00,0.00
